[0.4443039581642057, 0.7950435348801592] 0.894702419882276 0.6178861788617886 0.6178861788617886 0.9289183222958057 0.7309644670050762 0.5765543347367216 0.8823920027279742
[0.40016179475089114, 0.8236213431850186] 0.9222766217870257 0.6806684733514001 0.6806684733514001 0.9439293598233995 0.7832640332640333 0.6487184104230636 0.9014425560002473
[0.39495588872655746, 0.8276400993141273] 0.8966704936854191 0.7055103884372177 0.7055103884372177 0.9205298013245033 0.7896865520728008 0.6420423147239578 0.9032022788954894
[0.394465527229209, 0.8227282888151008] 0.8968072976054732 0.7104787714543812 0.7104787714543812 0.9200883002207505 0.7928427419354838 0.6458864174056929 0.9019908429400703
[0.37478868611744137, 0.8381335126765473] 0.915 0.7439024390243902 0.7439024390243902 0.9324503311258279 0.8206278026905829 0.6897212001194238 0.9063857132316724
[0.35882268628456093, 0.8539852632505336] 0.928610653487095 0.7637759710930443 0.7637759710930443 0.9426048565121413 0.8381660470879803 0.7190007666726811 0.9153449551419723
[0.3416964120399369, 0.8530922105440633] 0.9448356807511737 0.7271906052393857 0.7271906052393857 0.9584988962472406 0.8218478815722308 0.7061291214409894 0.9307270011625797
[0.3923112351691039, 0.833444965779981] 0.9011345218800648 0.7533875338753387 0.7533875338753387 0.919205298013245 0.8206642066420664 0.6829033704402286 0.8968827708880474
[0.40203923802073444, 0.8303192681461393] 0.8947368421052632 0.7524841915085817 0.7524841915085817 0.9134657836644592 0.8174681059862611 0.6755738317097684 0.8962486365113835
[0.3840698609762784, 0.845501225424228] 0.912621359223301 0.7642276422764228 0.7642276422764228 0.928476821192053 0.8318584070796461 0.7031555009675432 0.9036816685311813
[0.37023054296868163, 0.8486269234706046] 0.8970358814352574 0.7791327913279132 0.7791327913279132 0.9125827814569536 0.8339376359680928 0.6986833562064225 0.9137597189069756
[0.3652979097320555, 0.8651484717186819] 0.9324689357104268 0.7795844625112918 0.7795844625112918 0.9448123620309051 0.84920049200492 0.7355014944584065 0.9142628387284608
[0.41765117520837813, 0.8325519070052547] 0.9038245219347582 0.7258355916892503 0.7258355916892503 0.9245033112582781 0.8051102204408819 0.6645604248483201 0.8963845366930491
[0.3954936443235651, 0.8497432478572354] 0.9069400630914827 0.7791327913279132 0.7791327913279132 0.9218543046357616 0.8381924198250729 0.7090395640175491 0.9067103581263922
[0.40763550175037416, 0.8417057387928367] 0.9065321295804567 0.7710027100271003 0.7710027100271003 0.9222958057395143 0.8332926531608494 0.7022078462440358 0.8988229628433149
[0.42897111753995304, 0.8298727382397806] 0.9179847685998829 0.7077687443541102 0.7077687443541102 0.9381898454746137 0.799285896454986 0.6649886237298576 0.889196882770888
[0.3792205266280216, 0.8490734548674121] 0.9337416481069042 0.7574525745257452 0.7574525745257452 0.9474613686534217 0.8364089775561097 0.7191103010299481 0.9114978732568783
[0.3721655248318115, 0.8524224134688133] 0.9178302900107411 0.7719060523938572 0.7719060523938572 0.9324503311258279 0.838567222767419 0.7145352633731761 0.9135075607562552
[0.38244732456844444, 0.8470640752458711] 0.9053129931614939 0.7773261065943993 0.7773261065943993 0.9205298013245033 0.8364520048602672 0.7059210883736998 0.9110360319938741
[0.4540329885472142, 0.8142442509887953] 0.8828586781300376 0.7420957542908763 0.7420957542908763 0.9037527593818985 0.8063803680981594 0.6552327076290677 0.8789826330934392
[0.4053825803648337, 0.8455012293765789] 0.9177559912854031 0.7610659439927733 0.7610659439927733 0.9333333333333333 0.8320987654320988 0.7059066149688263 0.8984054910453446
[0.41412672458362515, 0.8305425313360645] 0.8934689507494646 0.7538392050587173 0.7538392050587173 0.9121412803532009 0.8177364037236649 0.6752934592081667 0.9010030490297546
[0.34083855111042977, 0.8691672244809733] 0.9345945945945946 0.7809394760614273 0.7809394760614273 0.9465783664459161 0.8508858267716537 0.738729433485999 0.9341429514368728
[0.31271074540608695, 0.8546550549229066] 0.9544648137196925 0.7289972899728997 0.7289972899728997 0.9660044150110375 0.8266325224071703 0.7167877803262183 0.9516617112455157
