[0.43737439645217663, 0.789908462788117] 0.9365994236311239 0.5871725383920506 0.5871725383920506 0.9611479028697572 0.7218212104386453 0.5928067122471168 0.8938977528112294
[0.396889906013137, 0.8211654396854519] 0.9430086149768059 0.6427280939476061 0.6427280939476061 0.9620309050772627 0.7644372817620199 0.6397089199137086 0.9095050361835479
[0.3954132948237941, 0.8274168319323149] 0.9159613059250302 0.6842818428184282 0.6842818428184282 0.9386313465783664 0.7833505687693898 0.6453175248339871 0.9104996101469477
[0.3989470023166976, 0.8254074546662152] 0.9143026004728132 0.6987353206865402 0.6987353206865402 0.9359823399558499 0.7921146953405017 0.6545379473902618 0.9091774997956014
[0.38450601636085907, 0.8430453242135649] 0.9266365688487584 0.7416440831074977 0.7416440831074977 0.9426048565121413 0.823883592574009 0.6996181340636483 0.9128959600854287
[0.3790588745887683, 0.8566644340254521] 0.9350867375489648 0.7547425474254743 0.7547425474254743 0.9487858719646799 0.8352911772056986 0.7182981585912191 0.9229072069970148
[0.36991304931003993, 0.8481803960926859] 0.9524096385542169 0.7140921409214093 0.7140921409214093 0.965121412803532 0.8162106350025815 0.70311712095981 0.9330380021975349
[0.41875657631526386, 0.8381335115320956] 0.9141583054626533 0.7407407407407407 0.7407407407407407 0.932008830022075 0.8183632734530938 0.686424816699279 0.9017338988695259
[0.4315685454916544, 0.8338914940894302] 0.900054914881933 0.7402890695573623 0.7402890695573623 0.9196467991169978 0.8123915737298637 0.6717260392532536 0.8999816539740085
[0.414269887917301, 0.8463942824290464] 0.9233333333333333 0.7506775067750677 0.7506775067750677 0.9390728476821192 0.828101644245142 0.7033835939687925 0.9092474938730255
[0.3969092429745514, 0.84728734286722] 0.9148936170212766 0.7574525745257452 0.7574525745257452 0.9311258278145695 0.8287620459599703 0.700164610428901 0.9198290628969572
[0.41384993633619244, 0.8642554127709571] 0.9493813273340832 0.7624209575429087 0.7624209575429087 0.9602649006622517 0.8456913827655311 0.7384894533972605 0.9183065421529858
[0.4575412852685881, 0.8274168351926716] 0.9136442141623489 0.7168021680216802 0.7168021680216802 0.9337748344370861 0.8033409263477601 0.6675564310648249 0.9030048597027545
[0.44593295572085634, 0.8486269238166017] 0.9171180931744312 0.7646793134598012 0.7646793134598012 0.9324503311258279 0.8339901477832512 0.708100962187617 0.9107941436294421
[0.4707253057660203, 0.8452779641106715] 0.9151712887438825 0.7601626016260162 0.7601626016260162 0.9311258278145695 0.8304959289415247 0.7025696278258142 0.8979289929028798
